"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get invalid user by ID","260","testGetInvalidUser","Surefire suite","Thu Jan 30 17:17:57 GMT 2025","passed","Thu Jan 30 17:17:57 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetInvalidUser"
"Get list Of resource id","141","testGetSingleResourceId","Surefire suite","Thu Jan 30 17:18:07 GMT 2025","passed","Thu Jan 30 17:18:07 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testGetSingleResourceId"
"Update user","291","testUpdatePatch","Surefire suite","Thu Jan 30 17:18:17 GMT 2025","passed","Thu Jan 30 17:18:17 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testUpdatePatch"
"Delete a user","268","testDeleteUser","Surefire suite","Thu Jan 30 17:18:02 GMT 2025","passed","Thu Jan 30 17:18:02 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testDeleteUser"
"Register unsuccessful","266","testRegisterUnsuccessful","Surefire suite","Thu Jan 30 17:18:16 GMT 2025","passed","Thu Jan 30 17:18:16 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testRegisterUnsuccessful"
"Get single user","466","testGetSingleUser","Surefire suite","Thu Jan 30 17:17:56 GMT 2025","passed","Thu Jan 30 17:17:57 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleUser"
"Login successful","259","testLoginSuccessful","Surefire suite","Thu Jan 30 17:18:15 GMT 2025","passed","Thu Jan 30 17:18:15 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginSuccessful"
"Login unsuccessful","262","testLoginUnsuccessful","Surefire suite","Thu Jan 30 17:18:15 GMT 2025","passed","Thu Jan 30 17:18:16 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginUnsuccessful"
"Create single user","258","testCreateUser","Surefire suite","Thu Jan 30 17:18:03 GMT 2025","passed","Thu Jan 30 17:18:03 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testCreateUser"
"Update single user","256","testUpdateUserPatch","Surefire suite","Thu Jan 30 17:18:08 GMT 2025","passed","Thu Jan 30 17:18:08 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUserPatch"
