"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get all the resources (books) available in the API, at current time. With allure parameters and attachment","160","testgetAllTheBooks","Surefire suite","Wed Jan 29 14:22:34 GMT 2025","passed","Wed Jan 29 14:22:34 GMT 2025","api.tests.dima.test.MixedAPIAndSeleniumTests","Surefire test","api.tests.dima.test.MixedAPIAndSeleniumTests","testgetAllTheBooks"
"Get single user","461","testGetSingleUser","Surefire suite","Wed Jan 29 14:22:16 GMT 2025","passed","Wed Jan 29 14:22:17 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleUser"
"Delayed response","3205","testDelayedResponse","Surefire suite","Wed Jan 29 14:22:29 GMT 2025","passed","Wed Jan 29 14:22:32 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testDelayedResponse"
"Get single resource","72","testGetSingleResource","Surefire suite","Wed Jan 29 14:22:17 GMT 2025","passed","Wed Jan 29 14:22:17 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleResource"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","194","testSingleResourceNotFaund","Surefire suite","Wed Jan 29 14:22:37 GMT 2025","passed","Wed Jan 29 14:22:37 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
"Login unsuccessful","215","testUserLoginRegisterUnsuccessful","Surefire suite","Wed Jan 29 14:22:27 GMT 2025","passed","Wed Jan 29 14:22:27 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegisterUnsuccessful"
"This is empty test for learning purpose only","0","testEmptyTest","Surefire suite","Wed Jan 29 14:22:34 GMT 2025","passed","Wed Jan 29 14:22:34 GMT 2025","api.tests.dima.test.UseFactoryAprouchTest","Surefire test","api.tests.dima.test.UseFactoryAprouchTest","testEmptyTest"
"Get list Of Users","82","testListUsers","Surefire suite","Wed Jan 29 14:22:32 GMT 2025","passed","Wed Jan 29 14:22:32 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListUsers"
"Validation of error message after unsuccessful login by providing only email without password","205","testPassParametersViaFactory_1","Surefire suite","Wed Jan 29 14:22:34 GMT 2025","passed","Wed Jan 29 14:22:34 GMT 2025","api.tests.dima.test.UseFactoryAprouchTest","Surefire test","api.tests.dima.test.UseFactoryAprouchTest","testPassParametersViaFactory_1"
"Test that the user`s id is not exist","34","use Rest Assured class JSONObject for verification, line-110","Surefire suite","Wed Jan 29 14:22:38 GMT 2025","passed","Wed Jan 29 14:22:38 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testUserIsNotExistJson"
