"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get delayed response","3576","testGetDelayedResponse","Surefire suite","Wed Jan 29 16:00:40 GMT 2025","passed","Wed Jan 29 16:00:43 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetDelayedResponse"
"Get the registration token by providing valid email and password, validation of received token, line-257","210","testRegisteredToken","Surefire suite","Wed Jan 29 16:01:02 GMT 2025","passed","Wed Jan 29 16:01:03 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testRegisteredToken"
"Test the id of a sinle userr, line-80","37","testVerifyUsersId","Surefire suite","Wed Jan 29 16:01:04 GMT 2025","passed","Wed Jan 29 16:01:04 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testVerifyUsersId"
"Register unsuccessful","264","testRegisterUnsuccessful","Surefire suite","Wed Jan 29 16:00:59 GMT 2025","passed","Wed Jan 29 16:00:59 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testRegisterUnsuccessful"
"Create a user and verify the id of that user is equal to one that was in a response, line-200","201","testIdOfCreatedEntryInAResponseBody","Surefire suite","Wed Jan 29 16:01:01 GMT 2025","passed","Wed Jan 29 16:01:02 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testIdOfCreatedEntryInAResponseBody"
"Get list Of Users","130","testVerifySingleUser","Surefire suite","Wed Jan 29 16:00:51 GMT 2025","passed","Wed Jan 29 16:00:52 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testVerifySingleUser"
"Verify the error message for invalid registration with missing password, line-275","231","testRegisterUnsuccessfulToken","Surefire suite","Wed Jan 29 16:01:02 GMT 2025","passed","Wed Jan 29 16:01:02 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testRegisterUnsuccessfulToken"
"Create  single user","298","testPostUser","Surefire suite","Wed Jan 29 16:00:52 GMT 2025","passed","Wed Jan 29 16:00:52 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testPostUser"
"Get invalid user by ID","273","testGetInvalidUser","Surefire suite","Wed Jan 29 16:00:39 GMT 2025","passed","Wed Jan 29 16:00:39 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetInvalidUser"
"User registration successful","272","testRegisterUserSuccessful","Surefire suite","Wed Jan 29 16:00:49 GMT 2025","passed","Wed Jan 29 16:00:50 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testRegisterUserSuccessful"
"Login successful","418","testUserLoginRegister","Surefire suite","Wed Jan 29 16:00:51 GMT 2025","passed","Wed Jan 29 16:00:51 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegister"
"Test that the user`s id is not exist","199","use Rest Assured class JSONObject for verification, line-110","Surefire suite","Wed Jan 29 16:01:04 GMT 2025","passed","Wed Jan 29 16:01:04 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testUserIsNotExistJson"
"This test is entended to fail for porpose of taking sceenshot and render it to a Allure report","1","testLogotypeOfUdemyMainPage","Surefire suite","Wed Jan 29 16:00:36 GMT 2025","unknown","Wed Jan 29 16:00:36 GMT 2025","api.tests.dima.test.MixedAPIAndSeleniumTests","Surefire test","api.tests.dima.test.MixedAPIAndSeleniumTests","testLogotypeOfUdemyMainPage"
"Update user","272","testPutUser","Surefire suite","Wed Jan 29 16:00:44 GMT 2025","passed","Wed Jan 29 16:00:44 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPutUser"
"Delete user","264","testDelete","Surefire suite","Wed Jan 29 16:00:57 GMT 2025","passed","Wed Jan 29 16:00:57 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testDelete"
"Get list of users with deserialization Pojo class","137","testGetListUserPojo","Surefire suite","Wed Jan 29 16:00:52 GMT 2025","passed","Wed Jan 29 16:00:52 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testGetListUserPojo"
"Create user","265","testCreate","Surefire suite","Wed Jan 29 16:00:53 GMT 2025","passed","Wed Jan 29 16:00:54 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testCreate"
"","111","testSingleUsers","Surefire suite","Wed Jan 29 16:00:53 GMT 2025","passed","Wed Jan 29 16:00:53 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUsers"
"","261","testSingleUserNotFound","Surefire suite","Wed Jan 29 16:00:53 GMT 2025","passed","Wed Jan 29 16:00:53 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUserNotFound"
"Get information about single user not found","116","testSingleUserNotFound","Surefire suite","Wed Jan 29 16:00:52 GMT 2025","passed","Wed Jan 29 16:00:52 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUserNotFound"
"Get list Of Users Not Found","120","testSingleUserNotExist","Surefire suite","Wed Jan 29 16:00:50 GMT 2025","passed","Wed Jan 29 16:00:50 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleUserNotExist"
"Login unsuccessful","267","testLoginUnsuccessful","Surefire suite","Wed Jan 29 16:00:58 GMT 2025","passed","Wed Jan 29 16:00:58 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginUnsuccessful"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","196","testSingleResourceNotFaund","Surefire suite","Wed Jan 29 16:01:03 GMT 2025","passed","Wed Jan 29 16:01:03 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
"Get list Of Users","121","testGetListOfUsers","Surefire suite","Wed Jan 29 16:00:52 GMT 2025","passed","Wed Jan 29 16:00:52 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testGetListOfUsers"
"Login a user without password","244","testLoginUserWithoutPassword","Surefire suite","Wed Jan 29 16:00:45 GMT 2025","passed","Wed Jan 29 16:00:45 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testLoginUserWithoutPassword"
"Test id`s of a single user, line-146","44","testSingleResourceId","Surefire suite","Wed Jan 29 16:01:03 GMT 2025","passed","Wed Jan 29 16:01:03 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceId"
"Create single user","268","testCreateUser","Surefire suite","Wed Jan 29 16:00:45 GMT 2025","passed","Wed Jan 29 16:00:45 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testCreateUser"
"Get list Of resource","121","testGetListOfResource","Surefire suite","Wed Jan 29 16:00:49 GMT 2025","passed","Wed Jan 29 16:00:49 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testGetListOfResource"
"This is empty test for learning purpose only","0","testEmptyTest","Surefire suite","Wed Jan 29 16:01:00 GMT 2025","passed","Wed Jan 29 16:01:00 GMT 2025","api.tests.dima.test.UseFactoryAprouchTest","Surefire test","api.tests.dima.test.UseFactoryAprouchTest","testEmptyTest"
"Get list of users","2545","testGetListUsers","Surefire suite","Wed Jan 29 16:00:36 GMT 2025","passed","Wed Jan 29 16:00:39 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetListUsers"
"Create a user and verify the name of that user is equal to one that was in a response, line-180","191","testIdOfCreatedEntry","Surefire suite","Wed Jan 29 16:01:01 GMT 2025","passed","Wed Jan 29 16:01:01 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testIdOfCreatedEntry"
"User registration unsuccessful","262","testRegisterUserUnsuccessful","Surefire suite","Wed Jan 29 16:00:50 GMT 2025","passed","Wed Jan 29 16:00:50 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testRegisterUserUnsuccessful"
