"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get single resource","137","testSingleResource","Surefire suite","Sat Feb 01 10:52:18 GMT 2025","passed","Sat Feb 01 10:52:18 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResource"
"This test is entended to fail for porpose of taking sceenshot and render it to a Allure report","1","testLogotypeOfUdemyMainPage","Surefire suite","Sat Feb 01 10:51:55 GMT 2025","unknown","Sat Feb 01 10:51:55 GMT 2025","api.tests.dima.test.MixedAPIAndSeleniumTests","Surefire test","api.tests.dima.test.MixedAPIAndSeleniumTests","testLogotypeOfUdemyMainPage"
"Login successful","254","testLoginSuccessful","Surefire suite","Sat Feb 01 10:52:17 GMT 2025","passed","Sat Feb 01 10:52:17 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginSuccessful"
"Get all the id`s of users presented as a resources, line-129","201","testGetListOfResourses","Surefire suite","Sat Feb 01 10:52:20 GMT 2025","passed","Sat Feb 01 10:52:21 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testGetListOfResourses"
"Create a user","367","testPostCreateUser","Surefire suite","Sat Feb 01 10:52:02 GMT 2025","passed","Sat Feb 01 10:52:03 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPostCreateUser"
"Get user not found","89","testSingleUserNotFound","Surefire suite","Sat Feb 01 10:52:13 GMT 2025","passed","Sat Feb 01 10:52:13 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUserNotFound"
"Update user","247","testPatchUser","Surefire suite","Sat Feb 01 10:52:03 GMT 2025","passed","Sat Feb 01 10:52:03 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPatchUser"
"Create user","270","testCreate","Surefire suite","Sat Feb 01 10:52:13 GMT 2025","passed","Sat Feb 01 10:52:13 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testCreate"
"Update single user","279","testUpdateUser","Surefire suite","Sat Feb 01 10:52:09 GMT 2025","passed","Sat Feb 01 10:52:10 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUser"
"Update user","269","testUpdatePut","Surefire suite","Sat Feb 01 10:52:19 GMT 2025","passed","Sat Feb 01 10:52:19 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testUpdatePut"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","201","testSingleResourceNotFaund","Surefire suite","Sat Feb 01 10:52:22 GMT 2025","passed","Sat Feb 01 10:52:22 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
"Get information about single user not found","126","testSingleUserNotFound","Surefire suite","Sat Feb 01 10:52:11 GMT 2025","passed","Sat Feb 01 10:52:11 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUserNotFound"
"Login unsuccessful","262","testLoginUnsuccessful","Surefire suite","Sat Feb 01 10:52:17 GMT 2025","passed","Sat Feb 01 10:52:17 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginUnsuccessful"
"Get list of users","115","testGetListUsers","Surefire suite","Sat Feb 01 10:52:12 GMT 2025","passed","Sat Feb 01 10:52:12 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testGetListUsers"
"Update single user","272","testUpdateUserPatch","Surefire suite","Sat Feb 01 10:52:10 GMT 2025","passed","Sat Feb 01 10:52:10 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUserPatch"
"Login a user","257","testLoginUser","Surefire suite","Sat Feb 01 10:52:04 GMT 2025","passed","Sat Feb 01 10:52:04 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testLoginUser"
"Delayed response","3283","testDelayedResponse","Surefire suite","Sat Feb 01 10:52:04 GMT 2025","passed","Sat Feb 01 10:52:08 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDelayedResponse"
"Test that the user`s id is not exist","30","use Rest Assured class JSONObject for verification, line-110","Surefire suite","Sat Feb 01 10:52:23 GMT 2025","passed","Sat Feb 01 10:52:23 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testUserIsNotExistJson"
"Get list Of Users Not Found","272","testSingleUserNotExist","Surefire suite","Sat Feb 01 10:52:09 GMT 2025","passed","Sat Feb 01 10:52:09 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleUserNotExist"
"Get single user","475","testGetSingleUser","Surefire suite","Sat Feb 01 10:51:58 GMT 2025","passed","Sat Feb 01 10:51:58 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleUser"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","194","testSingleResourceNotFaund","Surefire suite","Sat Feb 01 10:52:22 GMT 2025","passed","Sat Feb 01 10:52:23 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
"Get all the resources (books) available in the API, at current time. With allure parameters and attachment","255","testgetAllTheBooks","Surefire suite","Sat Feb 01 10:52:19 GMT 2025","passed","Sat Feb 01 10:52:19 GMT 2025","api.tests.dima.test.MixedAPIAndSeleniumTests","Surefire test","api.tests.dima.test.MixedAPIAndSeleniumTests","testgetAllTheBooks"
"Get single user not found","112","testSingleUserNotFound","Surefire suite","Sat Feb 01 10:52:18 GMT 2025","passed","Sat Feb 01 10:52:19 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleUserNotFound"
"Login unsuccessful","258","testUserLoginRegisterUnsuccessful","Surefire suite","Sat Feb 01 10:52:10 GMT 2025","passed","Sat Feb 01 10:52:11 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegisterUnsuccessful"
"Create a user and verify the id of that user is equal to one that was in a response, line-200","204","testIdOfCreatedEntryInAResponseBody","Surefire suite","Sat Feb 01 10:52:21 GMT 2025","passed","Sat Feb 01 10:52:21 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testIdOfCreatedEntryInAResponseBody"
"Get the registration token by providing valid email and password, validation of received token, line-257","204","testRegisteredToken","Surefire suite","Sat Feb 01 10:52:22 GMT 2025","passed","Sat Feb 01 10:52:22 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testRegisteredToken"
