"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test to verify updating a user","198","testPatchUpdateUser","Surefire suite","Sat Feb 15 22:48:01 GMT 2025","passed","Sat Feb 15 22:48:01 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testPatchUpdateUser"
"Test to verify getting a resource by ID","193","testGetSingleResourceById","Surefire suite","Sat Feb 15 22:48:02 GMT 2025","passed","Sat Feb 15 22:48:02 GMT 2025","api.tests.ResourceTests","Surefire test","api.tests.ResourceTests","testGetSingleResourceById"
"Test to verify getting a resource by ID","183","testGetSingleResourceNotFound","Surefire suite","Sat Feb 15 22:48:02 GMT 2025","passed","Sat Feb 15 22:48:02 GMT 2025","api.tests.ResourceTests","Surefire test","api.tests.ResourceTests","testGetSingleResourceNotFound"
"Test to verify getting a resource by ID","186","testGetSingleResourceNotFoundExtended","Surefire suite","Sat Feb 15 22:48:03 GMT 2025","passed","Sat Feb 15 22:48:03 GMT 2025","api.tests.ResourceTests","Surefire test","api.tests.ResourceTests","testGetSingleResourceNotFoundExtended"
"Test to verify getting a user by ID","213","testGetUserById","Surefire suite","Sat Feb 15 22:48:00 GMT 2025","passed","Sat Feb 15 22:48:01 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testGetUserById"
"Test to verify getting a resource by ID","178","testGetSingleResourceNotFoundExtended","Surefire suite","Sat Feb 15 22:48:03 GMT 2025","passed","Sat Feb 15 22:48:03 GMT 2025","api.tests.ResourceTests","Surefire test","api.tests.ResourceTests","testGetSingleResourceNotFoundExtended"
"Test to verify login unsuccessful","212","testLoginUnSuccessful","Surefire suite","Sat Feb 15 22:47:59 GMT 2025","passed","Sat Feb 15 22:47:59 GMT 2025","api.tests.AuthTests","Surefire test","api.tests.AuthTests","testLoginUnSuccessful"
"Test to verify register successful","194","testRegisterSuccessful","Surefire suite","Sat Feb 15 22:47:59 GMT 2025","passed","Sat Feb 15 22:47:59 GMT 2025","api.tests.AuthTests","Surefire test","api.tests.AuthTests","testRegisterSuccessful"
"Test to verify register unsuccessful","193","testRegisterUnSuccessful","Surefire suite","Sat Feb 15 22:47:59 GMT 2025","passed","Sat Feb 15 22:47:59 GMT 2025","api.tests.AuthTests","Surefire test","api.tests.AuthTests","testRegisterUnSuccessful"
"Test to verify getting a resource by ID","193","testGetListResource","Surefire suite","Sat Feb 15 22:48:02 GMT 2025","passed","Sat Feb 15 22:48:02 GMT 2025","api.tests.ResourceTests","Surefire test","api.tests.ResourceTests","testGetListResource"
"Test to verify getting a list of users","258","testGetListUsers","Surefire suite","Sat Feb 15 22:48:00 GMT 2025","passed","Sat Feb 15 22:48:00 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testGetListUsers"
"Test to verify updating a user","201","testPutUpdateUser","Surefire suite","Sat Feb 15 22:48:01 GMT 2025","passed","Sat Feb 15 22:48:02 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testPutUpdateUser"
"Test to verify login unsuccessful","1629","testLoginSuccessful","Surefire suite","Sat Feb 15 22:47:57 GMT 2025","passed","Sat Feb 15 22:47:58 GMT 2025","api.tests.AuthTests","Surefire test","api.tests.AuthTests","testLoginSuccessful"
"Test to verify deleting a user","184","testDeleteUser","Surefire suite","Sat Feb 15 22:48:02 GMT 2025","passed","Sat Feb 15 22:48:02 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testDeleteUser"
"","3205","testGetDelayedResponse","Surefire suite","Sat Feb 15 22:48:03 GMT 2025","passed","Sat Feb 15 22:48:06 GMT 2025","api.tests.DelayedResponseTest","Surefire test","api.tests.DelayedResponseTest","testGetDelayedResponse"
"Test to verify getting a user by ID","429","testGetUserByIdPojo","Surefire suite","Sat Feb 15 22:48:01 GMT 2025","passed","Sat Feb 15 22:48:01 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testGetUserByIdPojo"
"Test to verify creating a new user","926","testCreateUser","Surefire suite","Sat Feb 15 22:47:59 GMT 2025","passed","Sat Feb 15 22:48:00 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testCreateUser"
"Test to verify getting a resource by ID","194","testGetSingleResourceNotFoundExtended","Surefire suite","Sat Feb 15 22:48:02 GMT 2025","passed","Sat Feb 15 22:48:03 GMT 2025","api.tests.ResourceTests","Surefire test","api.tests.ResourceTests","testGetSingleResourceNotFoundExtended"
"Test to verify getting a user by ID","208","testGetUserNotFound","Surefire suite","Sat Feb 15 22:48:01 GMT 2025","passed","Sat Feb 15 22:48:01 GMT 2025","api.tests.UserTests","Surefire test","api.tests.UserTests","testGetUserNotFound"
"Test to verify getting a resource by ID","177","testGetSingleResourceNotFoundExtended","Surefire suite","Sat Feb 15 22:48:03 GMT 2025","passed","Sat Feb 15 22:48:03 GMT 2025","api.tests.ResourceTests","Surefire test","api.tests.ResourceTests","testGetSingleResourceNotFoundExtended"
