"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update user","209","testPutUser","Surefire suite","Wed Jan 29 13:37:19 GMT 2025","passed","Wed Jan 29 13:37:20 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPutUser"
"Get list Of resource","61","testGetListOfResource","Surefire suite","Wed Jan 29 13:37:24 GMT 2025","passed","Wed Jan 29 13:37:24 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testGetListOfResource"
"Test that the user`s id is not exist","28","use Rest Assured class JSONObject for verification, line-110","Surefire suite","Wed Jan 29 13:37:35 GMT 2025","passed","Wed Jan 29 13:37:35 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testUserIsNotExistJson"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","39","testSingleResourceNotFaund","Surefire suite","Wed Jan 29 13:37:35 GMT 2025","passed","Wed Jan 29 13:37:35 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
"Delayed response","3211","testDelayedResponse","Surefire suite","Wed Jan 29 13:37:21 GMT 2025","passed","Wed Jan 29 13:37:24 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDelayedResponse"
"Get list Of resource id not found","188","testSingleResourceIdNotExist","Surefire suite","Wed Jan 29 13:37:25 GMT 2025","passed","Wed Jan 29 13:37:25 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleResourceIdNotExist"
"Get list Of Users Not Found","37","testSingleUserNotExist","Surefire suite","Wed Jan 29 13:37:25 GMT 2025","passed","Wed Jan 29 13:37:25 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleUserNotExist"
"Register successful","182","testRegisterSuccessful","Surefire suite","Wed Jan 29 13:37:31 GMT 2025","passed","Wed Jan 29 13:37:31 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testRegisterSuccessful"
"Create a user and verify the name of that user is equal to one that was in a response, line-180","181","testIdOfCreatedEntry","Surefire suite","Wed Jan 29 13:37:33 GMT 2025","passed","Wed Jan 29 13:37:33 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testIdOfCreatedEntry"
"Get all the resources (books) available in the API, at current time. With allure parameters and attachment","167","testgetAllTheBooks","Surefire suite","Wed Jan 29 13:37:32 GMT 2025","passed","Wed Jan 29 13:37:32 GMT 2025","api.tests.dima.test.MixedAPIAndSeleniumTests","Surefire test","api.tests.dima.test.MixedAPIAndSeleniumTests","testgetAllTheBooks"
"Login unsuccessful","182","testUserLoginRegisterUnsuccessful","Surefire suite","Wed Jan 29 13:37:26 GMT 2025","passed","Wed Jan 29 13:37:26 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegisterUnsuccessful"
"Get single resource","51","testSingleResource","Surefire suite","Wed Jan 29 13:37:31 GMT 2025","passed","Wed Jan 29 13:37:31 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResource"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","179","testSingleResourceNotFaund","Surefire suite","Wed Jan 29 13:37:35 GMT 2025","passed","Wed Jan 29 13:37:35 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
"Register a user","198","testRegisterUser","Surefire suite","Wed Jan 29 13:37:20 GMT 2025","passed","Wed Jan 29 13:37:20 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testRegisterUser"
"Get single resource not found","44","testSingleResourceNotFound","Surefire suite","Wed Jan 29 13:37:31 GMT 2025","passed","Wed Jan 29 13:37:31 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResourceNotFound"
"Get list Of Users","72","testListUsers","Surefire suite","Wed Jan 29 13:37:30 GMT 2025","passed","Wed Jan 29 13:37:31 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListUsers"
"Create a user","325","testPostCreateUser","Surefire suite","Wed Jan 29 13:37:19 GMT 2025","passed","Wed Jan 29 13:37:19 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPostCreateUser"
"Login successful","176","testLoginSuccessful","Surefire suite","Wed Jan 29 13:37:31 GMT 2025","passed","Wed Jan 29 13:37:31 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginSuccessful"
"Get list resource","56","testListResource","Surefire suite","Wed Jan 29 13:37:30 GMT 2025","passed","Wed Jan 29 13:37:30 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListResource"
"","45","testSingleUserNotFound","Surefire suite","Wed Jan 29 13:37:27 GMT 2025","passed","Wed Jan 29 13:37:27 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUserNotFound"
"Get single user","445","testGetSingleUser","Surefire suite","Wed Jan 29 13:37:15 GMT 2025","passed","Wed Jan 29 13:37:15 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleUser"
