"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get list Of Users","101","testVerifySingleUser","Surefire suite","Mon Feb 03 12:31:16 GMT 2025","passed","Mon Feb 03 12:31:16 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testVerifySingleUser"
"Delete a user","242","testDeleteUser","Surefire suite","Mon Feb 03 12:31:09 GMT 2025","passed","Mon Feb 03 12:31:09 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testDeleteUser"
"Delayed response","3277","testDelayedResponse","Surefire suite","Mon Feb 03 12:31:10 GMT 2025","passed","Mon Feb 03 12:31:14 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDelayedResponse"
"Test that the user`s id is not exist","123","use Rest Assured class JSONObject for verification, line-110","Surefire suite","Mon Feb 03 12:31:43 GMT 2025","passed","Mon Feb 03 12:31:43 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testUserIsNotExistJson"
"Get invalid user by ID","101","testGetInvalidUser","Surefire suite","Mon Feb 03 12:31:05 GMT 2025","passed","Mon Feb 03 12:31:05 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetInvalidUser"
"Get list of users","115","testGetListUsers","Surefire suite","Mon Feb 03 12:31:17 GMT 2025","passed","Mon Feb 03 12:31:17 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testGetListUsers"
"Get information about single user not found","121","testSingleUserNotFound","Surefire suite","Mon Feb 03 12:31:16 GMT 2025","passed","Mon Feb 03 12:31:16 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUserNotFound"
"Get single resource not found","131","testSingleResourceNotFound","Surefire suite","Mon Feb 03 12:31:23 GMT 2025","passed","Mon Feb 03 12:31:23 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResourceNotFound"
"Validation of error message after unsuccessful login by providing only email without password, line-315","280","testErrorMessageOfUnsuccessfulLogin","Surefire suite","Mon Feb 03 12:31:39 GMT 2025","passed","Mon Feb 03 12:31:39 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testErrorMessageOfUnsuccessfulLogin"
"Update single user","251","testUpdateUser","Surefire suite","Mon Feb 03 12:31:15 GMT 2025","passed","Mon Feb 03 12:31:15 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUser"
"This is empty test for learning purpose only","0","testEmptyTest","Surefire suite","Mon Feb 03 12:31:38 GMT 2025","passed","Mon Feb 03 12:31:38 GMT 2025","api.tests.dima.test.UseFactoryAprouchTest","Surefire test","api.tests.dima.test.UseFactoryAprouchTest","testEmptyTest"
"Get list Of resource id not found","125","testSingleResourceIdNotExist","Surefire suite","Mon Feb 03 12:31:15 GMT 2025","passed","Mon Feb 03 12:31:15 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleResourceIdNotExist"
"Get all the id`s of users presented as a resources, line-129","160","testGetListOfResourses","Surefire suite","Mon Feb 03 12:31:39 GMT 2025","passed","Mon Feb 03 12:31:39 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testGetListOfResourses"
"Delayed response","3237","testDelayedResponse","Surefire suite","Mon Feb 03 12:31:18 GMT 2025","passed","Mon Feb 03 12:31:21 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testDelayedResponse"
"Get user not found","121","testSingleUserNotFound","Surefire suite","Mon Feb 03 12:31:17 GMT 2025","passed","Mon Feb 03 12:31:18 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUserNotFound"
"Validation of error message after unsuccessful login by providing only email without password","296","testPassParametersViaFactory_1","Surefire suite","Mon Feb 03 12:31:38 GMT 2025","passed","Mon Feb 03 12:31:38 GMT 2025","api.tests.dima.test.UseFactoryAprouchTest","Surefire test","api.tests.dima.test.UseFactoryAprouchTest","testPassParametersViaFactory_1"
"Get list Of Users","143","testListUsers","Surefire suite","Mon Feb 03 12:31:22 GMT 2025","passed","Mon Feb 03 12:31:22 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListUsers"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","284","testSingleResourceNotFaund","Surefire suite","Mon Feb 03 12:31:42 GMT 2025","passed","Mon Feb 03 12:31:42 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
"Get list resource","151","testListResource","Surefire suite","Mon Feb 03 12:31:21 GMT 2025","passed","Mon Feb 03 12:31:22 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListResource"
"Login successful","257","testUserLoginRegister","Surefire suite","Mon Feb 03 12:31:15 GMT 2025","passed","Mon Feb 03 12:31:16 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegister"
"Update user","232","testPutUser","Surefire suite","Mon Feb 03 12:31:09 GMT 2025","passed","Mon Feb 03 12:31:09 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPutUser"
"Update user","264","testUpdatePatch","Surefire suite","Mon Feb 03 12:31:23 GMT 2025","passed","Mon Feb 03 12:31:24 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testUpdatePatch"
"Get list Of resource","115","testGetListOfResource","Surefire suite","Mon Feb 03 12:31:14 GMT 2025","passed","Mon Feb 03 12:31:14 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testGetListOfResource"
"Get information about single user","141","testSingleUsers","Surefire suite","Mon Feb 03 12:31:16 GMT 2025","passed","Mon Feb 03 12:31:16 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUsers"
