"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Use .xml file for parameterization and @Optional for providing parameters by default, line-216","199","testOfEntrysNameUpdated","Surefire suite","Wed Jan 29 15:55:22 GMT 2025","passed","Wed Jan 29 15:55:22 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testOfEntrysNameUpdated"
"Validation of error message after unsuccessful login by providing only email without password","274","testPassParametersViaFactory_1","Surefire suite","Wed Jan 29 15:55:21 GMT 2025","passed","Wed Jan 29 15:55:21 GMT 2025","api.tests.dima.test.UseFactoryAprouchTest","Surefire test","api.tests.dima.test.UseFactoryAprouchTest","testPassParametersViaFactory_1"
"Get list Of Users","121","testVerifySingleUser","Surefire suite","Wed Jan 29 15:55:12 GMT 2025","passed","Wed Jan 29 15:55:12 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testVerifySingleUser"
"Create  single user","285","testPostUser","Surefire suite","Wed Jan 29 15:55:13 GMT 2025","passed","Wed Jan 29 15:55:13 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testPostUser"
"Get single resource","284","testSingleResource","Surefire suite","Wed Jan 29 15:55:19 GMT 2025","passed","Wed Jan 29 15:55:20 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResource"
"Get list of users with deserialization Pojo class","127","testGetListUserPojo","Surefire suite","Wed Jan 29 15:55:12 GMT 2025","passed","Wed Jan 29 15:55:13 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testGetListUserPojo"
"","267","testPostUser","Surefire suite","Wed Jan 29 15:55:13 GMT 2025","passed","Wed Jan 29 15:55:14 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testPostUser"
"Login successful","267","testUserLoginRegister","Surefire suite","Wed Jan 29 15:55:12 GMT 2025","passed","Wed Jan 29 15:55:12 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegister"
"Get all the resources (books) available in the API, at current time. With allure parameters and attachment","321","testgetAllTheBooks","Surefire suite","Wed Jan 29 15:55:21 GMT 2025","passed","Wed Jan 29 15:55:21 GMT 2025","api.tests.dima.test.MixedAPIAndSeleniumTests","Surefire test","api.tests.dima.test.MixedAPIAndSeleniumTests","testgetAllTheBooks"
"This is empty test for learning purpose only","1","testEmptyTest","Surefire suite","Wed Jan 29 15:55:21 GMT 2025","passed","Wed Jan 29 15:55:21 GMT 2025","api.tests.dima.test.UseFactoryAprouchTest","Surefire test","api.tests.dima.test.UseFactoryAprouchTest","testEmptyTest"
"Get information about single user not found","154","testSingleUserNotFound","Surefire suite","Wed Jan 29 15:55:13 GMT 2025","passed","Wed Jan 29 15:55:13 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUserNotFound"
"Test that the user`s id is not exist","202","use String class for verification, line-92","Surefire suite","Wed Jan 29 15:55:24 GMT 2025","passed","Wed Jan 29 15:55:25 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testUserIsNotExist"
"Register unsuccessful","261","testRegisterUnsuccessful","Surefire suite","Wed Jan 29 15:55:19 GMT 2025","passed","Wed Jan 29 15:55:19 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testRegisterUnsuccessful"
"Validation of token received after registration with valid email and password, line-296 ","201","testTokenForLoginSuccesful","Surefire suite","Wed Jan 29 15:55:24 GMT 2025","passed","Wed Jan 29 15:55:24 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testTokenForLoginSuccesful"
"Create user","277","testCreate","Surefire suite","Wed Jan 29 15:55:14 GMT 2025","passed","Wed Jan 29 15:55:14 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testCreate"
"Get list Of Users Not Found","109","testSingleUserNotExist","Surefire suite","Wed Jan 29 15:55:11 GMT 2025","passed","Wed Jan 29 15:55:11 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleUserNotExist"
"Get list Of Users","146","testListUsers","Surefire suite","Wed Jan 29 15:55:18 GMT 2025","passed","Wed Jan 29 15:55:18 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListUsers"
"Get single resource not found","95","testSingleResourceNotFound","Surefire suite","Wed Jan 29 15:55:20 GMT 2025","passed","Wed Jan 29 15:55:20 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResourceNotFound"
"Register successful","281","testRegisterSuccessful","Surefire suite","Wed Jan 29 15:55:19 GMT 2025","passed","Wed Jan 29 15:55:19 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testRegisterSuccessful"
"Get single user","110","testSingleUser","Surefire suite","Wed Jan 29 15:55:20 GMT 2025","passed","Wed Jan 29 15:55:20 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleUser"
"Update user","277","testUpdatePatch","Surefire suite","Wed Jan 29 15:55:20 GMT 2025","passed","Wed Jan 29 15:55:20 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testUpdatePatch"
"Delete user","262","testDelete","Surefire suite","Wed Jan 29 15:55:18 GMT 2025","passed","Wed Jan 29 15:55:18 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testDelete"
"Delayed response","3268","testDelayedResponse","Surefire suite","Wed Jan 29 15:55:14 GMT 2025","passed","Wed Jan 29 15:55:18 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testDelayedResponse"
"Login a user without password","252","testLoginUserWithoutPassword","Surefire suite","Wed Jan 29 15:55:06 GMT 2025","passed","Wed Jan 29 15:55:06 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testLoginUserWithoutPassword"
"Login successful","283","testLoginSuccessful","Surefire suite","Wed Jan 29 15:55:18 GMT 2025","passed","Wed Jan 29 15:55:19 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginSuccessful"
"Parameterized test with @dataProvider, for id of user that dos not exist, line-161","209","testSingleResourceNotFaund","Surefire suite","Wed Jan 29 15:55:24 GMT 2025","passed","Wed Jan 29 15:55:24 GMT 2025","api.tests.dima.test.RegresTest","Surefire test","api.tests.dima.test.RegresTest","testSingleResourceNotFaund"
