"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update user","382","testPutUser","Surefire suite","Mon Feb 03 11:32:23 GMT 2025","passed","Mon Feb 03 11:32:23 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPutUser"
"Get single resource not found","129","testSingleResourceNotFound","Surefire suite","Mon Feb 03 11:32:41 GMT 2025","passed","Mon Feb 03 11:32:41 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResourceNotFound"
"Create user","399","testCreate","Surefire suite","Mon Feb 03 11:32:35 GMT 2025","passed","Mon Feb 03 11:32:35 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testCreate"
"Update single user","395","testUpdateUserPatch","Surefire suite","Mon Feb 03 11:32:31 GMT 2025","passed","Mon Feb 03 11:32:32 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUserPatch"
"Create a user","492","testPostCreateUser","Surefire suite","Mon Feb 03 11:32:22 GMT 2025","passed","Mon Feb 03 11:32:23 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPostCreateUser"
"Get list of users","2438","testGetListUsers","Surefire suite","Mon Feb 03 11:32:15 GMT 2025","passed","Mon Feb 03 11:32:17 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetListUsers"
"Update user","383","testPatchUser","Surefire suite","Mon Feb 03 11:32:23 GMT 2025","passed","Mon Feb 03 11:32:24 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPatchUser"
"Login a user without password","385","testLoginUserWithoutPassword","Surefire suite","Mon Feb 03 11:32:25 GMT 2025","passed","Mon Feb 03 11:32:25 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testLoginUserWithoutPassword"
"Delete a user","396","testDeleteUser","Surefire suite","Mon Feb 03 11:32:24 GMT 2025","passed","Mon Feb 03 11:32:24 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testDeleteUser"
"Login successful","387","testLoginSuccessful","Surefire suite","Mon Feb 03 11:32:40 GMT 2025","passed","Mon Feb 03 11:32:40 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginSuccessful"
