"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Register successful","210","testRegisterSuccessful","Surefire suite","Wed Jan 29 12:53:44 GMT 2025","passed","Wed Jan 29 12:53:44 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testRegisterSuccessful"
"Get delayed response","3438","testGetDelayedResponse","Surefire suite","Wed Jan 29 12:53:29 GMT 2025","passed","Wed Jan 29 12:53:32 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetDelayedResponse"
"Login a user without password","190","testLoginUserWithoutPassword","Surefire suite","Wed Jan 29 12:53:34 GMT 2025","passed","Wed Jan 29 12:53:34 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testLoginUserWithoutPassword"
"Get list Of Users","91","testListUsers","Surefire suite","Wed Jan 29 12:53:44 GMT 2025","passed","Wed Jan 29 12:53:44 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListUsers"
"Update user","208","testPutUser","Surefire suite","Wed Jan 29 12:53:33 GMT 2025","passed","Wed Jan 29 12:53:33 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPutUser"
"Delete single user","210","testDeleteUser","Surefire suite","Wed Jan 29 12:53:37 GMT 2025","passed","Wed Jan 29 12:53:37 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDeleteUser"
"Get information about single user not found","35","testSingleUserNotFound","Surefire suite","Wed Jan 29 12:53:39 GMT 2025","passed","Wed Jan 29 12:53:39 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUserNotFound"
"","59","testSingleUsers","Surefire suite","Wed Jan 29 12:53:40 GMT 2025","passed","Wed Jan 29 12:53:40 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUsers"
"Get list Of resource id not found","186","testSingleResourceIdNotExist","Surefire suite","Wed Jan 29 12:53:38 GMT 2025","passed","Wed Jan 29 12:53:38 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleResourceIdNotExist"
"Get single resource","84","testGetSingleResource","Surefire suite","Wed Jan 29 12:53:29 GMT 2025","passed","Wed Jan 29 12:53:29 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleResource"
"Create single user","201","testCreateUser","Surefire suite","Wed Jan 29 12:53:34 GMT 2025","passed","Wed Jan 29 12:53:34 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testCreateUser"
"User registration unsuccessful","204","testRegisterUserUnsuccessful","Surefire suite","Wed Jan 29 12:53:38 GMT 2025","passed","Wed Jan 29 12:53:38 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testRegisterUserUnsuccessful"
"Get list Of Users","58","testGetListOfUsers","Surefire suite","Wed Jan 29 12:53:39 GMT 2025","passed","Wed Jan 29 12:53:39 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testGetListOfUsers"
"Get single user not found","47","testSingleUserNotFound","Surefire suite","Wed Jan 29 12:53:45 GMT 2025","passed","Wed Jan 29 12:53:45 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleUserNotFound"
"Login successful","204","testLoginSuccessful","Surefire suite","Wed Jan 29 12:53:44 GMT 2025","passed","Wed Jan 29 12:53:44 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginSuccessful"
"User registration successful","190","testRegisterUserSuccessful","Surefire suite","Wed Jan 29 12:53:38 GMT 2025","passed","Wed Jan 29 12:53:38 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testRegisterUserSuccessful"
"Get invalid user by ID","259","testGetInvalidUser","Surefire suite","Wed Jan 29 12:53:28 GMT 2025","passed","Wed Jan 29 12:53:29 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetInvalidUser"
"Get list Of Users Not Found","34","testSingleUserNotExist","Surefire suite","Wed Jan 29 12:53:38 GMT 2025","passed","Wed Jan 29 12:53:38 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleUserNotExist"
