"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User registration successful","218","testRegisterUserSuccessful","Surefire suite","Sun Feb 09 19:48:51 GMT 2025","passed","Sun Feb 09 19:48:52 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testRegisterUserSuccessful"
"Get delayed response","3467","testGetDelayedResponse","Surefire suite","Sun Feb 09 19:48:42 GMT 2025","passed","Sun Feb 09 19:48:46 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetDelayedResponse"
"Update user","228","testPatchUser","Surefire suite","Sun Feb 09 19:48:46 GMT 2025","passed","Sun Feb 09 19:48:47 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPatchUser"
"This test is entended to fail for porpose of taking sceenshot and render it to a Allure report","1","testLogotypeOfUdemyMainPage","Surefire suite","Sun Feb 09 19:48:39 GMT 2025","unknown","Sun Feb 09 19:48:39 GMT 2025","api.tests.dima.test.MixedAPIAndSeleniumTests","Surefire test","api.tests.dima.test.MixedAPIAndSeleniumTests","testLogotypeOfUdemyMainPage"
"Login unsuccessful","213","testUserLoginRegisterUnsuccessful","Surefire suite","Sun Feb 09 19:48:53 GMT 2025","passed","Sun Feb 09 19:48:53 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegisterUnsuccessful"
"Update user","214","testPutUser","Surefire suite","Sun Feb 09 19:48:46 GMT 2025","passed","Sun Feb 09 19:48:46 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPutUser"
"Get list Of resource id not found","216","testSingleResourceIdNotExist","Surefire suite","Sun Feb 09 19:48:52 GMT 2025","passed","Sun Feb 09 19:48:52 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleResourceIdNotExist"
"Update single user","205","testUpdateUserPatch","Surefire suite","Sun Feb 09 19:48:52 GMT 2025","passed","Sun Feb 09 19:48:52 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUserPatch"
"Create a user","357","testPostCreateUser","Surefire suite","Sun Feb 09 19:48:46 GMT 2025","passed","Sun Feb 09 19:48:46 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPostCreateUser"
"Create single user","228","testCreateUser","Surefire suite","Sun Feb 09 19:48:48 GMT 2025","passed","Sun Feb 09 19:48:48 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testCreateUser"
"Get list Of Users Not Found","39","testSingleUserNotExist","Surefire suite","Sun Feb 09 19:48:52 GMT 2025","passed","Sun Feb 09 19:48:52 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleUserNotExist"
"Get list Of Users","63","testVerifySingleUser","Surefire suite","Sun Feb 09 19:48:53 GMT 2025","passed","Sun Feb 09 19:48:53 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testVerifySingleUser"
"Delete a user","228","testDeleteUser","Surefire suite","Sun Feb 09 19:48:47 GMT 2025","passed","Sun Feb 09 19:48:47 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testDeleteUser"
"Delete single user","210","testDeleteUser","Surefire suite","Sun Feb 09 19:48:51 GMT 2025","passed","Sun Feb 09 19:48:51 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDeleteUser"
"Get single user","453","testGetSingleUser","Surefire suite","Sun Feb 09 19:48:41 GMT 2025","passed","Sun Feb 09 19:48:42 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleUser"
"Get single resource","238","testGetSingleResource","Surefire suite","Sun Feb 09 19:48:42 GMT 2025","passed","Sun Feb 09 19:48:42 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleResource"
"Delayed response","3228","testDelayedResponse","Surefire suite","Sun Feb 09 19:48:48 GMT 2025","passed","Sun Feb 09 19:48:51 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDelayedResponse"
