"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Login unsuccessful","305","testLoginUnsuccessful","Surefire suite","Wed Jan 29 12:42:50 GMT 2025","passed","Wed Jan 29 12:42:51 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testLoginUnsuccessful"
"","334","testPostUserResponse","Surefire suite","Wed Jan 29 12:42:45 GMT 2025","passed","Wed Jan 29 12:42:46 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testPostUserResponse"
"Delete single user","310","testDeleteUser","Surefire suite","Wed Jan 29 12:42:42 GMT 2025","passed","Wed Jan 29 12:42:42 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDeleteUser"
"Delete user","237","testDelete","Surefire suite","Wed Jan 29 12:42:49 GMT 2025","passed","Wed Jan 29 12:42:50 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testDelete"
"Login successful","222","testUserLoginRegister","Surefire suite","Wed Jan 29 12:42:44 GMT 2025","passed","Wed Jan 29 12:42:44 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUserLoginRegister"
"Login a user without password","324","testLoginUserWithoutPassword","Surefire suite","Wed Jan 29 12:42:38 GMT 2025","passed","Wed Jan 29 12:42:38 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testLoginUserWithoutPassword"
"Delayed response","3335","testDelayedResponse","Surefire suite","Wed Jan 29 12:42:39 GMT 2025","passed","Wed Jan 29 12:42:42 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testDelayedResponse"
"Update single user","304","testUpdateUserPatch","Surefire suite","Wed Jan 29 12:42:44 GMT 2025","passed","Wed Jan 29 12:42:44 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUserPatch"
"Get single user not found","33","testSingleUserNotFound","Surefire suite","Wed Jan 29 12:42:51 GMT 2025","passed","Wed Jan 29 12:42:51 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleUserNotFound"
"","44","testGetListUsers","Surefire suite","Wed Jan 29 12:42:45 GMT 2025","passed","Wed Jan 29 12:42:45 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testGetListUsers"
"Get information about single user","62","testSingleUsers","Surefire suite","Wed Jan 29 12:42:45 GMT 2025","passed","Wed Jan 29 12:42:45 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUsers"
"Get list Of Users","52","testVerifySingleUser","Surefire suite","Wed Jan 29 12:42:44 GMT 2025","passed","Wed Jan 29 12:42:45 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testVerifySingleUser"
"Get single user","43","testSingleUser","Surefire suite","Wed Jan 29 12:42:51 GMT 2025","passed","Wed Jan 29 12:42:51 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleUser"
"Get list Of resource id not found","194","testSingleResourceIdNotExist","Surefire suite","Wed Jan 29 12:42:43 GMT 2025","passed","Wed Jan 29 12:42:43 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleResourceIdNotExist"
"","99","testSingleUsers","Surefire suite","Wed Jan 29 12:42:46 GMT 2025","passed","Wed Jan 29 12:42:46 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUsers"
"Get single resource not found","39","testSingleResourceNotFound","Surefire suite","Wed Jan 29 12:42:51 GMT 2025","passed","Wed Jan 29 12:42:51 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testSingleResourceNotFound"
"","43","testSingleUserNotFound","Surefire suite","Wed Jan 29 12:42:46 GMT 2025","passed","Wed Jan 29 12:42:46 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testSingleUserNotFound"
"Get single resource","87","testGetSingleResource","Surefire suite","Wed Jan 29 12:42:32 GMT 2025","passed","Wed Jan 29 12:42:33 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleResource"
"Update single user","198","testUpdateUser","Surefire suite","Wed Jan 29 12:42:43 GMT 2025","passed","Wed Jan 29 12:42:44 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testUpdateUser"
"Get list Of Users Not Found","42","testSingleUserNotExist","Surefire suite","Wed Jan 29 12:42:43 GMT 2025","passed","Wed Jan 29 12:42:43 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testSingleUserNotExist"
"Get list of users with deserialization Pojo class","72","testGetListUserPojo","Surefire suite","Wed Jan 29 12:42:45 GMT 2025","passed","Wed Jan 29 12:42:45 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testGetListUserPojo"
"User registration unsuccessful","315","testRegisterUserUnsuccessful","Surefire suite","Wed Jan 29 12:42:43 GMT 2025","passed","Wed Jan 29 12:42:43 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testRegisterUserUnsuccessful"
"Create single user","340","testCreateUser","Surefire suite","Wed Jan 29 12:42:38 GMT 2025","passed","Wed Jan 29 12:42:39 GMT 2025","api.tests.Diana.RegresTest","Surefire test","api.tests.Diana.RegresTest","testCreateUser"
"Login a user","303","testLoginUser","Surefire suite","Wed Jan 29 12:42:38 GMT 2025","passed","Wed Jan 29 12:42:38 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testLoginUser"
"Update user","176","testUpdatePut","Surefire suite","Wed Jan 29 12:42:52 GMT 2025","passed","Wed Jan 29 12:42:52 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testUpdatePut"
"Get information about single user not found","38","testSingleUserNotFound","Surefire suite","Wed Jan 29 12:42:45 GMT 2025","passed","Wed Jan 29 12:42:45 GMT 2025","api.tests.br.ApiTest","Surefire test","api.tests.br.ApiTest","testSingleUserNotFound"
"Get single user","348","testGetSingleUser","Surefire suite","Wed Jan 29 12:42:32 GMT 2025","passed","Wed Jan 29 12:42:32 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetSingleUser"
"Update user","271","testPatchUser","Surefire suite","Wed Jan 29 12:42:37 GMT 2025","passed","Wed Jan 29 12:42:37 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPatchUser"
"Update user","206","testPutUser","Surefire suite","Wed Jan 29 12:42:37 GMT 2025","passed","Wed Jan 29 12:42:37 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPutUser"
"Get delayed response","3601","testGetDelayedResponse","Surefire suite","Wed Jan 29 12:42:33 GMT 2025","passed","Wed Jan 29 12:42:36 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testGetDelayedResponse"
"Update user","321","testUpdatePatch","Surefire suite","Wed Jan 29 12:42:51 GMT 2025","passed","Wed Jan 29 12:42:52 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testUpdatePatch"
"Register a user","314","testRegisterUser","Surefire suite","Wed Jan 29 12:42:37 GMT 2025","passed","Wed Jan 29 12:42:38 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testRegisterUser"
"Create a user","469","testPostCreateUser","Surefire suite","Wed Jan 29 12:42:36 GMT 2025","passed","Wed Jan 29 12:42:37 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testPostCreateUser"
"","327","testPostUser","Surefire suite","Wed Jan 29 12:42:45 GMT 2025","passed","Wed Jan 29 12:42:45 GMT 2025","api.tests.FirstApiTest","Surefire test","api.tests.FirstApiTest","testPostUser"
"Delete a user","311","testDeleteUser","Surefire suite","Wed Jan 29 12:42:37 GMT 2025","passed","Wed Jan 29 12:42:37 GMT 2025","api.tests.rita.ApiTest","Surefire test","api.tests.rita.ApiTest","testDeleteUser"
"Get list resource","64","testListResource","Surefire suite","Wed Jan 29 12:42:50 GMT 2025","passed","Wed Jan 29 12:42:50 GMT 2025","api.tests.sergeyk.RegresWithPojoTest","Surefire test","api.tests.sergeyk.RegresWithPojoTest","testListResource"
